RideID,PersonID,RideTypeID,Date,BikeID,Dist,Time,Ascent,E1,E2,E3,E4,MaxHR,AvHR,AvCad,MaxCad,State,Country,Notes,Gen_Notes,s_ColLineage,s_Generation,s_GUID,s_Lineage
177,1,2,24/08/1999 0:00,8,50.73,1899-12-30 03:00:56,,,,,,,,,,South Australia,Australia,Andos-lynton-sheps-blackwood-sheps-bottom of andos,1,,1,,
134,1,1,26/08/1999 0:00,7,73.02,1899-12-30 02:38:07,,,,,,,,,,South Australia,Australia,Norton-Greenhill-Portrush-Glenelg-Seacliff-Goodwood-Cross,1,,1,,
207,1,1,28/08/1999 0:00,7,39.73,1899-12-30 01:28:41,,,,,,,,,,South Australia,Australia,Glenelg-seacliff-glenelg,1,,1,,
230,1,7,29/08/1999 0:00,8,27.38,1899-12-30 01:37:39,,,,,,,,,,South Australia,Australia,"Mt. Torrens Race.  Sports, came 2nd.",1,,1,,
211,1,1,30/08/1999 0:00,7,37.67,1899-12-30 01:18:46,,,,,,,,,,South Australia,Australia,Glenelg-Seacliff-Goodwood-Cross,1,,1,,
120,1,1,2/09/1999 0:00,7,76.03,1899-12-30 02:45:36,,,,,,,,,,South Australia,Australia,Norton Summit-Greenhill-Glenelg-Seacliff-small hills-belair rd-old belair rd,1,,1,,
232,1,2,4/09/1999 0:00,8,27.35,1899-12-30 01:48:51,,,,,,,,,,South Australia,Australia,Andos-BP-Sheps-BP-Andos,1,,1,,
167,1,1,6/09/1999 0:00,7,53,1899-12-30 02:17:47,,,,,,,,,,South Australia,Australia,Norton Summit-Lofty Summit-Belair NP-Eastwood,1,,1,,
132,1,1,7/09/1999 0:00,7,73.63,1899-12-30 02:40:00,,,,,,,,,,South Australia,Australia,Norton Summit-Greenhill-Glenelg-Seacliff-small hills,1,,1,,
231,1,11,8/09/1999 0:00,7,27.36,1899-12-30 01:01:13,,,,,,,,,,South Australia,Australia,Flinders and Return,1,,1,,
221,1,1,15/09/1999 0:00,7,33.83,1899-12-30 01:17:20,,,,,,,,,,South Australia,Australia,Norton Summit.  ,1,,1,,
196,1,1,19/09/1999 0:00,7,42.92,1899-12-30 01:31:27,,,,,,,,,,South Australia,Australia,Glenelg-Seacliff-Belair-Old Belair Rd,1,,1,,
220,1,1,20/09/1999 0:00,7,35,1899-12-30 01:25:00,,,,,,,,,,South Australia,Australia,Norton Summit-Greenhill Rd,1,,1,,
175,1,1,23/09/1999 0:00,7,51.45,1899-12-30 01:59:01,,,,,,,,,,South Australia,Australia,Norton Summit-Lofty Summit-Belair NP-Eastwood,1,,1,,
94,1,1,25/09/1999 0:00,7,101.82,1899-12-30 04:05:33,,,,,,,,,,South Australia,Australia,Montacute-Coach Rd-half way up Norton Summit (bonk)-Eastwood (eat)-Glenelg-Seacliff-Belair-Old Belair Rd,1,,1,,
160,1,2,26/09/1999 0:00,8,56.73,1899-12-30 03:58:59,,,,,,,,,,South Australia,Australia,Carrick Hill-Andos-Lynton-Sheps-Blackwood-Sheps-Lynton-Andos,1,,1,,
112,1,1,27/09/1999 0:00,7,81.24,1899-12-30 02:53:50,,,,,,,,,,South Australia,Australia,Norton Summit-Montacute Rd-Golden Grove-Home via Dequeteville,1,,1,,
204,1,1,28/09/1999 0:00,7,40.3,1899-12-30 01:29:31,,,,,,,,,,South Australia,Australia,Glenelg-seacliff-glenelg,1,,1,,
157,1,1,30/09/1999 0:00,7,58.99,1899-12-30 02:15:15,,,,,,,,,,South Australia,Australia,Norton Summit-down-Belair-Old Belair Rd,1,,1,,
205,1,7,3/10/1999 0:00,8,40,1899-12-30 03:30:00,,,,,,,,,,South Australia,Australia,"Bundaleer Race.  Sports, came 1st.",1,,1,,
170,1,1,4/10/1999 0:00,7,52.15,1899-12-30 01:54:03,,,,,,,,,,South Australia,Australia,Glenelg-Seacliff-Kensington (Mark and Emmas),1,,1,,
118,1,1,5/10/1999 0:00,7,77.81,1899-12-30 02:57:05,,,,,,,,,,South Australia,Australia,Norton Summit-Glenelg-Seacliff-Belair Rd-Old Belair Rd,1,,1,,
181,1,1,7/10/1999 0:00,7,48,1899-12-30 02:00:00,,,,,,,,,,South Australia,Australia,Norton Summit-Montacute Rd-Eastwood (crash),1,,1,,
199,1,1,10/10/1999 0:00,7,42.37,1899-12-30 01:29:30,,,,,,,,,,South Australia,Australia,Norton Summit-Waterfall Gully,1,,1,,
96,1,1,14/10/1999 0:00,7,99.6,1899-12-30 04:02:05,,,,,,,,,,South Australia,Australia,Marks house via Belair-Montacute-down Greenhill-up Old Belair-down Belair,1,,1,,
153,1,1,16/10/1999 0:00,7,62.16,1899-12-30 02:37:12,,,,,,,,,,South Australia,Australia,Marks House via Belair Rd-Towards Clarendon-Loftia-Mt Lofty-Greenhill,1,,1,,
242,1,2,17/10/1999 0:00,8,20,1899-12-30 01:50:00,,,,,,,,,,South Australia,Australia,Fox Creek,1,,1,,
116,1,1,19/10/1999 0:00,7,80.16,1899-12-30 03:07:16,,,,,,,,,,South Australia,Australia,Hills: Montacute-Norton Summit-Old Belair Rd-Blythewood,1,,1,,
188,1,1,21/10/1999 0:00,7,46.5,1899-12-30 01:45:41,,,,,,,,,,South Australia,Australia,Montacute-down Greenhill (rain so piked),1,,1,,
102,1,1,23/10/1999 0:00,7,92.81,1899-12-30 03:10:39,,,,,,,,,,South Australia,Australia,Norton Summit-Lobethal-Gumeracha-Gorge Rd- Home via small hills,1,,1,,
193,1,2,24/10/1999 0:00,8,44.43,1899-12-30 02:50:18,,,,,,,,,,South Australia,Australia,Sheps-Blackwood (few loops)-Sth Watiparinga-Lynton Dump-Andos,1,,1,,
195,1,2,26/10/1999 0:00,6,43,1899-12-30 02:00:00,,,,,,,,,,South Australia,Australia,KI Wetland Survey,1,,1,,
209,1,2,28/10/1999 0:00,6,38.87,1899-12-30 01:43:45,,,,,,,,,,South Australia,Australia,KI Wetland Survey,1,,1,,
228,1,7,31/10/1999 0:00,8,28.24,1899-12-30 01:58:46,,,,,,,,,,South Australia,Australia,Fox Creek Race.  Broke chain.  9th in Sports.,1,,1,,
156,1,1,1/11/1999 0:00,7,59.73,1899-12-30 02:31:07,,,,,,,,,,South Australia,Australia,Eastwood-Clapham-Eastwood-Norton Summit-Lofty Summit- down Greenhill,1,,1,,
236,1,2,3/11/1999 0:00,8,25,1899-12-30 01:45:00,,,,,,,,,,South Australia,Australia,Martine's 1st ride with us.  Ando's-Lynton-BP-Ando's,1,,1,,
95,1,2,7/11/1999 0:00,6,100,1899-12-30 05:00:00,,,,,,,,,,South Australia,Australia,Bike SA ride at Mt Pleasant,1,,1,,
219,1,2,10/11/1999 0:00,8,36.59,1899-12-30 02:33:48,,,,,,,,,,South Australia,Australia,"Martine's 2nd ride.  Andos, Lynton, Sheps, BP, Pony Track",1,,1,,
155,1,1,11/11/1999 0:00,7,61.07,1899-12-30 02:38:38,,,,,,,,,,South Australia,Australia,Norton Summit-Deviation Rd-Stirling-Belair NP-Eastwood,1,,1,,
92,1,1,13/11/1999 0:00,7,103.75,1899-12-30 03:52:57,,,,,,,,,,South Australia,Australia,Norton Summit-Lobethal-Balhanah-Greenhill Rd-Lofty Summit-Belair NP-Sheps Hill Rd-home via small hills,1,,1,,
202,1,1,14/11/1999 0:00,7,41.23,1899-12-30 01:29:40,,,,,,,,,,South Australia,Australia,Norton Summit-Lofty Summit-Greenhill Rd,1,,1,,
139,1,1,16/11/1999 0:00,7,71.47,1899-12-30 03:03:32,,,,,,,,,,South Australia,Australia,Montacute-Down & up Norton Summit-Lofty Summit-Belair NP-Eastwood,1,,1,,
226,1,2,17/11/1999 0:00,8,29.52,1899-12-30 02:11:31,,,,,,,,,,South Australia,Australia,Andos-BP-Sheps-Lynton-bottom of Andos,1,,1,,
146,1,1,18/11/1999 0:00,7,68.54,1899-12-30 02:40:30,,,,,,,,,,South Australia,Australia,Norton Summmit-Deviation Rd-Swamp Rd to Crafers-Belair NP-New Belair Rd-Blythewood-Eastwood,1,,1,,
121,1,1,20/11/1999 0:00,7,76,1899-12-30 03:00:00,,,,,,,,,,South Australia,Australia,Belair-Humpty Hill-Loftia Park-Longwood Rd and via Wamersley's to Mylor-Aldgate Valley Rd-Sturt Valley Rd-Belair NP-Belair-Eastwood,1,,1,,
197,1,2,21/11/1999 0:00,8,42.78,1899-12-30 02:36:11,,,,,,,,,,South Australia,Australia,Andos-BP-Marks-Blackwood loops-single track to Sturt Gorge RP and return,1,,1,,
162,1,7,23/11/1999 0:00,8,56.03,1899-12-30 02:55:01,,,,,,,,,,South Australia,Australia,Night Race at Flinders Uni.  A: came 4th.  Flinders onroad- race- Sheps hill- Belair- Andos.,1,,1,,
222,1,1,24/11/1999 0:00,7,33.83,1899-12-30 01:29:56,,,,,,,,,,South Australia,Australia,Norton Summit-Greenhill,1,,1,,
218,1,1,30/11/1999 0:00,7,36.63,1899-12-30 01:17:17,,,,,,,,,,South Australia,Australia,Seacliff-Glenelg,1,,1,,
229,1,2,1/12/1999 0:00,8,28.24,1899-12-30 01:58:16,,,,,,,,,,South Australia,Australia,Chambers-Wine Shanty,1,,1,,
113,1,1,2/12/1999 0:00,7,81.24,1899-12-30 02:53:50,,,,,,,,,,South Australia,Australia,Glynburn Rd-Regency Rd-Outer Harbour-Beach-Anzac Hwy-Cross Rd,1,,1,,
87,1,1,5/12/1999 0:00,7,120.03,1899-12-30 03:56:37,,,,,,,,,,South Australia,Australia,Goolwa-Victor-Yankallila-Myponga-Victor-Goolwa,1,,1,,
137,1,1,7/12/1999 0:00,7,71.69,1899-12-30 02:31:39,,,,,,,,,,South Australia,Australia,Norton Summit-Glenelg-Seacliff-Goodwood Rd-Cross Rd-Eastwood,1,,1,,
203,1,2,8/12/1999 0:00,8,41.18,1899-12-30 02:37:38,,,,,,,,,,South Australia,Australia,Sheps-Sturt Gorge RP-Blackwood-Sheps,1,,1,,
127,1,1,11/12/1999 0:00,7,74.94,1899-12-30 02:40:12,,,,,,,,,,South Australia,Australia,Belair-Humpty Hill-Loftia Park-Longwood Rd and via Wamersley's to Mylor-Aldgate Valley Rd-Sturt Valley Rd-Belair NP-Belair-Eastwood,1,,1,,
117,1,1,12/12/1999 0:00,7,79.87,1899-12-30 02:38:03,,,,,,,,,,South Australia,Australia,Greenhill Rd-Deviation Rd-Lobethal-Cudlee Ck-Gorge Rd-Eastwood,1,,1,,
165,1,7,14/12/1999 0:00,8,53.85,1899-12-30 02:37:57,,,,,,,,,,South Australia,Australia,Night Race at Flinders Uni.  A: came 6th.  Flinders onroad- race- Eastwood via road.,1,,1,,
130,1,1,16/12/1999 0:00,7,74.1,1899-12-30 02:46:16,,,,,,,,,,South Australia,Australia,Norton Summit-Montacute-down Corkscrew-small hills to Greenhill-Duthy-Belair-down Old Belair,1,,1,,
131,1,1,18/12/1999 0:00,7,73.69,1899-12-30 02:43:01,,,,,,,,,,South Australia,Australia,Belair-Humpty Hill-Loftia Park-Longwood Rd and via Wamersley's to Mylor-Aldgate Valley Rd-Sturt Valley Rd-Belair NP-Belair-Eastwood,1,,1,,
206,1,1,21/12/1999 0:00,7,40,1899-12-30 02:00:00,,,,,,,,,,South Australia,Australia,Eastwood-Edwardstown Track- 20km TT -Eastwood,1,,1,,
233,1,2,23/12/1999 0:00,8,27.22,1899-12-30 01:28:57,,,,,,,,,,South Australia,Australia,Chambers: Wine Shanty both ways,1,,1,,
86,1,1,25/12/1999 0:00,7,127.46,1899-12-30 04:55:24,,,,,,,,,,South Australia,Australia,Belair-Clarendon-Meadows-Goolwa-Victor-Goolwa (2:52:15 to 60km/h sign at Goolwa Avs: 30.1),1,,1,,
235,1,11,26/12/1999 0:00,7,25.89,1899-12-30 01:01:01,,,,,,,,,,South Australia,Australia,Glenelg and return (Bay criterium),1,,1,,
90,1,1,27/12/1999 0:00,7,111.25,1899-12-30 03:57:59,,,,,,,,,,South Australia,Australia,Belair-Clarendon-Meadows-Macclesfield-Echunga-Mylor-Stirling-Blackwood-Eastwood,1,,1,,
84,1,1,30/12/1999 0:00,7,230.75,1899-12-30 08:24:03,,,,,,,,,,South Australia,Australia,Eastwood-Clarendon-Willunga Hill-Myponga-Yankalilla-Victor-Goolwa-Ashbourne-Meadows-Clarendon-Eastwood,1,,1,,
185,1,1,2/01/2000 0:00,7,46.79,1899-12-30 01:36:50,,,,,,,,,,South Australia,Australia,Glenelg-West Lakes-Pt Road-bike tracks through town,1,,1,,
189,1,2,3/01/2000 0:00,6,45.85,1899-12-30 02:28:12,,,,,,,,,,South Australia,Australia,Andos-BP-Sth Waitiparinga-Mark's House-Shep Rd-Brighton-Anzac Hwy-Eastwood,1,,1,,
168,1,1,4/01/2000 0:00,7,52.98,1899-12-30 02:02:27,,,,,,,,,,South Australia,Australia,Norton Summit-Lofty Summit-Belair NP-Old Belair Rd-Duthy-Eastwood,1,,1,,
240,1,2,6/01/2000 0:00,8,21,1899-12-30 01:31:00,,,,,,,,,,South Australia,Australia,Carrick Hill-Waite Hill-Bhill Creek-Steep Track to Andos,1,,1,,
125,1,1,8/01/2000 0:00,7,75.02,1899-12-30 02:45:36,,,,,,,,,,South Australia,Australia,Blackwood-Humpty Hill-Clarendon-Bakers Gully Rd- R onto some other Rd-L onto some other Rd-Kangarilla-Blackwood-Eastwood,1,,1,,
238,1,2,11/01/2000 0:00,8,23.83,1899-12-30 01:30:18,,,,,,,,,,South Australia,Australia,Old Belair Rd-Hannaford Rd-via Watiparinga to Marks-via Sheps and Lynton to Clapham (Night Race Cancelled),1,,1,,
144,1,1,13/01/2000 0:00,7,69.07,1899-12-30 02:47:37,,,,,,,,,,South Australia,Australia,Norton Summit-Deviation Rd-Swamp Rd-Crafers-Belair NP-James Rd-Old Belair Rd-Eastwood,1,,1,,
176,1,1,15/01/2000 0:00,7,51,1899-12-30 01:45:00,,,,,,,,,,South Australia,Australia,MegaBike Ride.  Cross-Fullarton-Greenhill-Glenelg-Seacliff-Marion-Sturt-South-Goodwood-Springbank-Unley-Cafí©-Eastwood,1,,1,,
143,1,1,16/01/2000 0:00,7,70,1899-12-30 02:30:00,,,,,,,,,,South Australia,Australia,6 laps of Waterfall Gully Rd (5 hard) then up Greenhill Rd and return to Eastwood,1,,1,,
216,1,1,17/01/2000 0:00,7,37,1899-12-30 01:22:44,,,,,,,,,,South Australia,Australia,Glenelg-Seacliff-Clapham (swim)-Eastwood,1,,1,,
171,1,1,19/01/2000 0:00,7,52.06,1899-12-30 01:44:34,,,,,,,,,,South Australia,Australia,Eastwood-Edwardstown Track- 20km TT -Eastwood,1,,1,,
107,1,1,21/01/2000 0:00,1,88,1899-12-30 03:30:00,,,,,,,,,,South Australia,Australia,Old Belair Rd-Humpty Hill-via Loftia-Aldgate Valley Rd-Bridgewater-Carey Gully Rd-Deviation Rd-Deviation Rd-Greenhill-cafí© on King William-Eastwood,1,,1,,
91,1,1,23/01/2000 0:00,1,105,1899-12-30 03:45:00,,,,,,,,,,South Australia,Australia,Glenelg-Seacliff-Cement Rd-Black Rd-Blackwood Rdbt-Old Belair Rd-New Belair Rd-Belair NP-Lofty-Greenhill Rd-Norton Summit-Greenhill Rd-Eastwood,1,,1,,
88,1,1,26/01/2000 0:00,1,116.76,1899-12-30 04:03:33,,,,,,,,,,South Australia,Australia,Goolwa-Victor-Yankallila-Myponga-Victor-Goolwa,1,,1,,
163,1,2,29/01/2000 0:00,8,55.33,1899-12-30 03:03:01,,,,,,,,,,South Australia,Australia,Andos-Lynton-Sheps-goat track-East Waitiparinga-Blackwood-Andos-into town to see Skyshow-Eastwood,1,,1,,
227,1,1,31/01/2000 0:00,1,29,1899-12-30 01:00:00,,,,,,,,,,South Australia,Australia,Greenhill Rd-The Parade-Hallett Rd-Cleland-Greenhill Rd,1,,1,,
164,1,1,2/02/2000 0:00,1,53.93,1899-12-30 01:40:00,,,,,,,,,,South Australia,Australia,Anzac Hwy-Rdbt after West Lakes-Anzac Hwy,1,,1,,
152,1,1,3/02/2000 0:00,1,63.38,1899-12-30 02:34:06,,,,,,,,,,South Australia,Australia,Norton Summit-Deviation Rd-past the Mt Lofty Golf Course-Sturt Valley Rd-Upper Sturt Rd-Belair NP-James Rd-Old Belair Rd-Eastwood,1,,1,,
114,1,1,5/02/2000 0:00,1,81.2,1899-12-30 03:02:43,,,,,,,,,,South Australia,Australia,Belair-Humpty Hill-Loftia Park-Longwood Rd and via Wamersley's to Mylor-Aldgate Valley Rd-Sturt Valley Rd-Belair NP-Belair-Hawthorndene (auction)-Eastwood via Belair NP and James Rd,1,,1,,
234,1,2,6/02/2000 0:00,8,26.17,1899-12-30 01:44:43,,,,,,,,,,South Australia,Australia,Andos-Lynton-BP-Andos,1,,1,,
174,1,1,8/02/2000 0:00,1,51.5,1899-12-30 01:44:17,,,,,,,,,,South Australia,Australia,Osmond Tce-Main Nth Rd-Grand Juncn Rd-Marion Rd-Sturt Rd-Sth Rd-Clapham-Eastwood,1,,1,,
154,1,1,10/02/2000 0:00,1,61.68,1899-12-30 02:24:32,,,,,,,,,,South Australia,Australia,Norton Summit-Deviation Rd-past the Mt Lofty Golf Course-Belair NP-James Rd-Old Belair Rd-Eastwood,1,,1,,
184,1,1,13/02/2000 0:00,1,47.17,1899-12-30 02:02:28,,,,,,,,,,South Australia,Australia,Norton Summit-Lofty Summit-Belair NP-Old Belair Rd-Duthy-Eastwood,1,,1,,
198,1,1,15/02/2000 0:00,1,42.38,1899-12-30 01:47:46,,,,,,,,,,South Australia,Australia,Norton Summit-Pound Rd-Uraidla-Greenhill Rd,1,,1,,
161,1,1,19/02/2000 0:00,1,56.26,1899-12-30 02:11:55,,,,,,,,,,South Australia,Australia,Old Belair Rd-Humpty Hill-Ironbank Rd-Sturt Valley Rd-Old Mt Barker Rd-Swamp Rd-Greenhill Rd-Eastwood,1,,1,,
191,1,7,22/02/2000 0:00,8,44.53,1899-12-30 02:16:41,,,,,,,,,,South Australia,Australia,"Night Race at Flinders Uni.  Last (?) in A, broke chain on last lap.  Felt crap anyway.",1,,1,,
